Index,Subscription Date
1498,07-02-2020
1499,11-03-2020
1500,25-01-2021
1501,17-08-2020
1502,13-05-2022
1503,02-02-2022
1504,13-08-2021
1505,31-05-2021
1506,24-03-2021
1507,29-08-2020
1508,12-09-2021
1509,08-04-2022
1510,31-10-2020
1511,23-07-2021
1512,07-02-2020
1513,05-04-2022
1514,18-05-2020
1515,26-05-2021
1516,06-02-2021
1517,19-01-2021
1518,23-02-2020
1519,16-04-2022
1520,20-04-2021
1521,09-04-2022
1522,16-05-2021
1523,29-09-2020
1524,12-08-2021
1525,15-05-2021
1526,26-04-2021
1527,06-02-2020
1528,15-05-2021
1529,04-02-2020
1530,19-03-2020
1531,18-12-2021
1532,05-06-2021
1533,13-04-2020
1534,03-08-2020
1535,22-11-2021
1536,07-10-2021
1537,27-05-2022
1538,27-02-2020
1539,15-11-2020
1540,12-01-2020
1541,27-04-2021
1542,17-07-2020
1543,01-08-2021
1544,28-07-2020
1545,29-10-2020
1546,16-06-2020
1547,08-06-2020
1548,10-01-2022
1549,13-10-2021
1550,12-09-2021
1551,07-02-2022
1552,13-04-2021
1553,15-11-2021
1554,12-09-2020
1555,25-03-2022
1556,13-06-2020
1557,29-11-2020
1558,30-01-2021
1559,26-05-2022
1560,18-09-2020
1561,26-01-2022
1562,19-09-2020
1563,16-09-2020
1564,17-06-2020
1565,29-03-2020
1566,20-02-2021
1567,10-01-2020
1568,13-01-2021
1569,05-05-2020
1570,31-01-2022
1571,20-05-2020
1572,20-08-2020
1573,13-03-2021
1574,25-05-2021
1575,25-09-2021
1576,25-09-2021
1577,20-03-2021
1578,31-12-2020
1579,08-05-2020
1580,27-02-2022
1581,17-02-2021
1582,27-01-2020
1583,14-04-2020
1584,22-03-2020
1585,26-08-2021
1586,23-11-2020
1587,30-01-2022
1588,21-07-2020
1589,08-08-2021
1590,18-03-2022
1591,01-01-2021
1592,28-02-2022
1593,24-02-2020
1594,21-02-2022
1595,04-03-2020
1596,30-12-2021
1597,14-03-2021
1598,26-12-2021
1599,15-12-2021
1600,15-02-2022
1601,14-02-2020
1602,24-05-2020
1603,19-05-2020
1604,20-02-2020
1605,29-10-2021
1606,13-05-2020
1607,07-09-2021
1608,01-03-2020
1609,20-08-2021
1610,26-03-2022
1611,19-04-2022
1612,25-11-2021
1613,01-02-2020
1614,11-08-2021
1615,22-02-2021
1616,04-04-2020
1617,27-11-2021
1618,21-12-2021
1619,30-09-2021
1620,13-05-2020
1621,19-02-2022
1622,05-02-2022
1623,09-08-2020
1624,25-10-2020
1625,26-10-2021
1626,25-05-2022
1627,08-09-2021
1628,05-07-2020
1629,04-09-2021
1630,23-07-2021
1631,10-04-2021
1632,02-05-2021
1633,06-06-2020
1634,04-01-2022
1635,26-08-2020
1636,03-04-2021
1637,13-10-2021
1638,28-04-2022
1639,21-04-2022
1640,26-03-2022
1641,25-04-2020
1642,16-09-2020
1643,09-03-2021
1644,17-05-2022
1645,06-07-2020
1646,03-03-2022
1647,24-02-2021
1648,15-01-2021
1649,30-06-2021
1650,30-01-2020
1651,06-04-2020
1652,13-04-2022
1653,18-01-2020
1654,02-08-2020
1655,14-05-2020
1656,29-05-2022
1657,08-08-2020
1658,06-05-2021
1659,26-12-2021
1660,27-05-2022
1661,07-08-2020
1662,31-08-2020
1663,31-12-2020
1664,07-09-2020
1665,27-09-2020
1666,09-02-2020
1667,12-10-2021
1668,02-02-2022
1669,21-10-2021
1670,23-05-2021
1671,21-12-2020
1672,10-08-2020
1673,28-08-2020
1674,26-08-2021
1675,22-07-2020
1676,09-02-2020
1677,25-03-2022
1678,02-11-2020
1679,18-08-2021
1680,26-11-2021
1681,07-04-2022
1682,30-05-2021
1683,21-07-2020
1684,24-12-2020
1685,29-07-2020
1686,11-01-2020
1687,01-11-2020
1688,08-06-2020
1689,11-07-2020
1690,16-08-2020
1691,01-10-2020
1692,22-06-2020
1693,21-03-2022
1694,23-08-2021
1695,05-12-2020
1696,19-12-2021
1697,20-12-2021
1698,09-01-2022
1699,20-04-2020
1700,06-07-2020
1701,14-02-2020
1702,31-01-2022
1703,02-09-2020
1704,24-10-2021
1705,23-01-2022
1706,18-07-2020
1707,28-03-2022
1708,23-11-2021
1709,03-08-2021
1710,16-03-2022
1711,01-03-2021
1712,20-07-2021
1713,28-11-2021
1714,21-02-2022
1715,05-02-2020
1716,17-07-2020
1717,26-03-2022
1718,24-08-2020
1719,13-12-2020
1720,14-01-2021
1721,24-01-2021
1722,31-03-2021
1723,08-06-2021
1724,07-09-2021
1725,22-03-2022
1726,05-04-2020
1727,14-09-2021
1728,03-01-2020
1729,26-07-2020
1730,18-02-2022
1731,09-10-2020
1732,15-01-2020
1733,17-03-2020
1734,13-04-2021
1735,29-05-2020
1736,22-05-2021
1737,05-01-2020
1738,24-04-2022
1739,10-03-2020
1740,12-04-2021
1741,18-09-2020
1742,02-11-2020
1743,03-06-2020
1744,14-04-2021
1745,26-10-2020
1746,06-11-2021
1747,20-08-2020
1748,04-09-2021
1749,23-10-2021
1750,04-04-2021
1751,02-01-2022
1752,29-01-2022
1753,11-12-2021
1754,04-10-2020
1755,19-09-2020
1756,21-02-2022
1757,18-02-2022
1758,08-01-2022
1759,14-01-2021
1760,26-04-2021
1761,17-07-2021
1762,19-07-2020
1763,14-11-2020
1764,04-03-2021
1765,14-04-2020
1766,13-10-2020
1767,16-06-2020
1768,25-03-2022
1769,10-08-2020
1770,12-03-2021
1771,20-04-2021
1772,29-05-2020
1773,13-01-2020
1774,26-03-2020
1775,23-01-2022
1776,03-05-2020
1777,18-04-2022
1778,14-06-2020
1779,06-07-2021
1780,17-03-2022
1781,04-03-2022
1782,24-11-2020
1783,10-07-2020
1784,07-03-2021
1785,13-01-2022
1786,14-10-2020
1787,27-03-2021
1788,05-03-2021
1789,26-05-2022
1790,19-04-2021
1791,20-07-2020
1792,25-04-2020
1793,15-09-2021
1794,10-04-2022
1795,04-01-2021
1796,02-08-2020
1797,16-08-2021
1798,12-03-2022
1799,27-01-2022
1800,01-12-2020
1801,11-02-2022
1802,27-03-2021
1803,21-07-2020
1804,16-03-2020
1805,23-08-2021
1806,14-11-2020
1807,19-03-2021
1808,26-03-2020
1809,28-08-2021
1810,04-01-2022
1811,09-11-2021
1812,27-01-2021
1813,06-04-2021
1814,08-04-2020
1815,15-05-2020
1816,30-07-2021
1817,12-04-2020
1818,12-02-2020
1819,26-06-2020
1820,21-04-2022
1821,04-08-2020
1822,05-10-2021
1823,16-09-2020
1824,15-06-2021
1825,23-11-2020
1826,09-10-2021
1827,30-01-2020
1828,16-04-2022
1829,19-12-2021
1830,22-01-2020
1831,14-05-2020
1832,29-04-2020
1833,12-12-2021
1834,29-09-2021
1835,14-11-2020
1836,06-01-2022
1837,29-01-2021
1838,28-05-2022
1839,07-04-2021
1840,28-02-2021
1841,22-03-2020
1842,01-09-2021
1843,29-01-2022
1844,04-01-2021
1845,10-12-2021
1846,29-05-2021
1847,06-03-2022
1848,13-04-2021
1849,01-06-2021
1850,03-09-2020
1851,25-03-2022
1852,24-05-2021
1853,04-02-2022
1854,04-10-2021
1855,01-10-2020
1856,06-08-2020
1857,03-07-2021
1858,31-01-2021
1859,05-05-2020
1860,26-04-2022
1861,09-06-2021
1862,08-12-2021
1863,13-10-2020
1864,16-03-2021
1865,10-07-2021
1866,28-01-2021
1867,11-06-2021
1868,30-08-2020
1869,19-04-2020
1870,24-01-2022
1871,04-10-2021
1872,02-01-2021
1873,31-01-2022
1874,08-12-2020
1875,13-05-2022
1876,21-02-2021
1877,08-01-2020
1878,20-12-2021
1879,18-04-2021
1880,12-02-2021
1881,04-12-2020
1882,01-05-2020
1883,07-04-2020
1884,17-03-2020
1885,26-03-2022
1886,18-11-2021
1887,13-09-2021
1888,02-10-2021
1889,15-04-2021
1890,07-02-2020
1891,22-08-2020
1892,23-03-2020
1893,30-03-2021
1894,02-08-2021
1895,07-12-2020
1896,12-07-2020
1897,19-03-2022
1898,05-07-2021
1899,28-02-2022
1900,27-07-2021
1901,07-02-2020
1902,05-02-2022
1903,26-01-2020
1904,30-11-2021
1905,22-01-2021
1906,10-05-2021
1907,08-12-2021
1908,10-05-2020
1909,30-07-2021
1910,02-10-2020
1911,18-03-2021
1912,20-02-2022
1913,16-03-2020
1914,08-02-2020
1915,07-06-2021
1916,18-02-2021
1917,08-01-2020
1918,06-03-2021
1919,26-04-2022
1920,17-03-2022
1921,24-09-2020
1922,20-10-2020
1923,16-11-2020
1924,06-04-2020
1925,01-02-2021
1926,21-10-2020
1927,25-05-2022
1928,18-01-2022
1929,25-07-2020
1930,09-10-2021
1931,22-08-2020
1932,11-02-2020
1933,14-01-2021
1934,31-12-2021
1935,13-05-2022
1936,09-12-2020
1937,04-09-2020
1938,01-04-2022
1939,25-10-2020
1940,23-02-2021
1941,25-01-2021
1942,04-04-2022
1943,10-12-2020
1944,25-05-2022
1945,16-01-2021
1946,26-09-2020
1947,09-06-2021
1948,30-08-2021
1949,24-11-2020
1950,21-02-2021
1951,23-07-2021
1952,14-10-2020
1953,25-11-2020
1954,29-02-2020
1955,30-07-2020
1956,30-01-2021
1957,14-03-2021
1958,06-08-2020
1959,15-11-2021
1960,08-12-2021
1961,09-05-2021
1962,05-03-2022
1963,27-02-2021
1964,07-06-2020
1965,17-06-2021
1966,03-12-2021
1967,30-10-2020
1968,04-08-2020
1969,21-06-2020
1970,23-06-2020
1971,07-08-2020
1972,19-12-2021
1973,03-08-2020
1974,02-04-2021
1975,24-03-2021
1976,03-12-2020
1977,23-02-2022
1978,02-10-2020
1979,19-08-2020
1980,12-04-2020
1981,15-03-2020
1982,04-08-2020
1983,22-02-2020
1984,24-04-2020
1985,19-04-2022
1986,22-08-2020
1987,14-01-2022
1988,14-02-2021
1989,09-10-2021
1990,13-11-2021
1991,13-02-2022
1992,06-01-2020
1993,15-05-2022
1994,06-11-2021
1995,06-03-2020
1996,16-07-2021
1997,30-07-2020
1998,28-05-2022
1999,06-04-2022
2000,25-01-2022
2001,11-10-2020
2002,23-10-2020
2003,01-07-2020
2004,24-12-2021
2005,20-08-2020
2006,05-04-2021
2007,24-05-2020
2008,08-10-2020
2009,08-10-2020
2010,04-11-2020
2011,20-07-2021
2012,16-09-2021
2013,05-08-2020
2014,04-01-2022
2015,18-05-2022
2016,25-06-2020
2017,21-09-2020
2018,23-09-2020
2019,20-04-2020
2020,13-09-2021
2021,30-12-2020
2022,12-05-2022
2023,07-01-2020
2024,05-05-2021
2025,16-07-2021
2026,21-04-2022
2027,26-01-2020
2028,11-12-2021
2029,21-07-2021
2030,20-05-2020
2031,17-06-2020
2032,02-02-2022
2033,19-10-2021
2034,06-12-2021
2035,08-03-2021
2036,07-04-2020
2037,27-04-2021
2038,15-04-2020
2039,21-11-2021
2040,22-01-2022
2041,18-08-2020
2042,09-08-2020
2043,21-03-2022
2044,04-12-2021
2045,27-07-2020
2046,31-12-2021
2047,08-02-2022
2048,14-01-2022
2049,20-02-2022
2050,21-08-2021
2051,06-01-2022
2052,24-04-2022
2053,26-09-2021
2054,17-02-2020
2055,01-10-2020
2056,19-01-2021
2057,16-04-2020
2058,23-02-2020
2059,11-10-2020
2060,01-09-2020
2061,19-12-2020
2062,31-01-2020
2063,11-05-2021
2064,07-11-2020
2065,11-12-2020
2066,20-12-2021
2067,19-01-2021
2068,17-08-2020
2069,30-06-2021
2070,04-06-2021
2071,13-10-2021
2072,16-08-2020
2073,28-01-2020
2074,08-12-2021
2075,14-08-2020
2076,31-01-2021
2077,09-07-2020
2078,26-05-2021
2079,19-02-2021
2080,06-02-2020
2081,10-01-2021
2082,30-07-2020
2083,12-10-2020
2084,02-09-2021
2085,24-10-2021
2086,17-06-2020
2087,24-12-2020
2088,08-02-2022
2089,07-01-2022
2090,03-03-2022
2091,10-04-2022
2092,26-08-2020
2093,09-09-2020
2094,03-11-2020
2095,06-10-2020
2096,31-03-2020
2097,24-09-2020
2098,01-11-2020
2099,14-02-2022
2100,08-03-2020
2101,27-07-2020
2102,27-07-2020
2103,06-04-2022
2104,18-04-2020
2105,25-01-2022
2106,11-01-2022
2107,22-10-2020
2108,20-01-2021
2109,30-04-2021
2110,23-02-2020
2111,30-06-2020
2112,22-02-2022
2113,20-05-2020
2114,31-08-2020
2115,14-02-2022
2116,03-04-2021
2117,28-02-2020
2118,17-04-2020
2119,03-04-2020
2120,01-05-2020
2121,07-10-2021
2122,25-04-2022
2123,28-10-2020
2124,04-09-2020
2125,27-01-2020
2126,20-01-2020
2127,22-02-2022
2128,29-02-2020
2129,07-02-2022
2130,11-04-2021
2131,13-09-2021
2132,11-07-2020
2133,28-06-2020
2134,09-08-2020
2135,09-03-2022
2136,13-09-2021
2137,21-11-2020
2138,20-05-2021
2139,13-02-2021
2140,15-02-2022
2141,07-11-2020
2142,25-06-2020
2143,07-04-2020
2144,19-03-2022
2145,02-06-2021
2146,17-11-2020
2147,19-12-2021
2148,11-09-2021
2149,26-12-2020
2150,30-09-2020
2151,17-02-2020
2152,02-05-2021
2153,29-09-2021
2154,22-10-2021
2155,09-06-2021
2156,08-06-2020
2157,23-10-2021
2158,03-04-2022
2159,05-04-2021
2160,15-01-2022
2161,06-03-2020
2162,14-04-2020
2163,15-08-2020
2164,01-03-2022
2165,09-11-2020
2166,04-10-2021
2167,21-01-2022
2168,01-06-2021
2169,20-01-2020
2170,17-09-2021
2171,08-04-2020
2172,20-01-2021
2173,15-11-2021
2174,27-01-2020
2175,22-04-2020
2176,16-04-2020
2177,25-03-2020
2178,14-07-2021
2179,19-08-2020
2180,22-05-2020
2181,05-01-2020
2182,25-06-2021
2183,12-05-2020
2184,15-04-2022
2185,23-06-2020
2186,15-11-2020
2187,17-03-2020
2188,13-01-2021
2189,26-04-2021
2190,19-09-2021
2191,20-04-2022
2192,21-06-2021
2193,26-04-2020
2194,03-08-2021
2195,13-10-2021
2196,18-08-2021
2197,01-11-2020
2198,06-01-2021
2199,25-06-2021
2200,27-04-2022
2201,27-09-2021
2202,12-01-2022
2203,07-01-2022
2204,08-11-2021
2205,15-05-2022
2206,06-08-2020
2207,14-07-2021
2208,20-09-2021
2209,05-06-2020
2210,26-06-2021
2211,12-03-2020
2212,21-03-2020
2213,06-06-2020
2214,12-03-2022
2215,25-04-2020
2216,13-04-2020
2217,09-05-2021
2218,03-09-2020
2219,18-03-2021
2220,15-04-2021
2221,21-03-2021
2222,04-02-2022
2223,28-03-2021
2224,27-03-2020
2225,22-08-2021
2226,04-01-2020
2227,25-01-2021
2228,10-01-2021
2229,06-07-2020
2230,24-06-2021
2231,18-10-2020
2232,11-05-2021
2233,19-08-2021
2234,08-09-2021
2235,23-06-2021
2236,27-12-2020
2237,28-11-2020
2238,13-08-2020
2239,02-04-2022
2240,01-12-2021
2241,08-02-2021
2242,23-08-2021
2243,25-04-2022
2244,25-08-2021
2245,08-02-2022
2246,15-12-2021
2247,26-10-2021
2248,05-11-2021
2249,15-12-2021
2250,29-11-2021
2251,29-10-2020
2252,25-08-2020
2253,14-06-2020
2254,14-06-2020
2255,30-11-2020
2256,03-08-2021
2257,12-08-2020
2258,08-03-2021
2259,04-05-2020
2260,16-07-2020
2261,18-01-2020
2262,14-03-2022
2263,02-04-2020
2264,13-11-2020
2265,02-05-2022
2266,14-08-2021
2267,20-01-2021
2268,03-02-2022
2269,09-02-2022
2270,24-02-2021
2271,18-03-2021
2272,22-06-2020
2273,09-12-2021
2274,31-08-2020
2275,10-03-2022
2276,20-06-2020
2277,17-03-2022
2278,16-05-2020
2279,14-01-2020
2280,12-09-2021
2281,26-02-2020
2282,23-12-2020
2283,13-10-2021
2284,12-04-2022
2285,30-09-2021
2286,15-01-2020
2287,20-01-2021
2288,22-09-2021
2289,14-04-2021
2290,08-04-2021
2291,18-12-2021
2292,29-03-2022
2293,06-06-2021
2294,05-09-2020
2295,27-02-2022
2296,02-06-2021
2297,06-07-2020
2298,27-02-2021
2299,26-02-2022
2300,29-10-2020
2301,16-11-2020
2302,04-07-2020
2303,29-10-2021
2304,08-11-2021
2305,28-12-2020
2306,01-11-2021
2307,08-11-2021
2308,06-11-2020
2309,15-09-2020
2310,28-01-2022
2311,11-07-2021
2312,03-06-2021
2313,30-11-2021
2314,23-01-2022
2315,23-05-2020
2316,11-12-2020
2317,08-08-2021
2318,04-04-2021
2319,20-07-2020
2320,12-02-2021
2321,18-03-2021
2322,30-12-2020
2323,09-11-2020
2324,16-12-2021
2325,07-02-2022
2326,06-01-2020
2327,04-05-2021
2328,19-03-2022
2329,19-03-2020
2330,29-04-2020
2331,31-07-2020
2332,29-03-2021
2333,18-01-2020
2334,12-02-2020
2335,08-12-2020
2336,17-01-2021
2337,16-02-2022
2338,22-08-2020
2339,13-10-2020
2340,01-08-2020
2341,02-11-2020
2342,08-05-2020
2343,04-04-2021
2344,05-04-2020
2345,19-07-2021
2346,07-11-2020
2347,13-03-2021
2348,05-03-2021
2349,02-08-2020
2350,27-09-2020
2351,15-04-2021
2352,07-06-2020
2353,19-08-2021
2354,19-11-2020
2355,27-03-2021
2356,21-02-2022
2357,07-05-2020
2358,20-12-2020
2359,08-07-2021
2360,23-03-2021
2361,01-11-2020
2362,16-05-2022
2363,10-03-2021
2364,10-03-2021
2365,17-09-2021
2366,04-05-2020
2367,05-12-2020
2368,22-03-2021
2369,12-09-2020
2370,14-07-2020
2371,11-05-2022
2372,12-02-2022
2373,10-03-2021
2374,24-11-2021
2375,27-01-2021
2376,14-01-2022
2377,12-05-2021
2378,21-01-2020
2379,28-05-2020
2380,11-02-2022
2381,21-02-2021
2382,03-08-2021
2383,23-11-2021
2384,05-08-2020
2385,02-03-2022
2386,09-12-2021
2387,23-07-2021
2388,22-10-2020
2389,28-08-2021
2390,06-10-2020
2391,07-05-2020
2392,22-05-2020
2393,15-07-2021
2394,28-10-2021
2395,14-10-2021
2396,06-11-2021
2397,22-12-2020
2398,09-11-2021
2399,27-11-2020
2400,02-10-2020
2401,11-12-2020
2402,28-03-2021
2403,14-12-2021
2404,22-03-2020
2405,30-05-2021
2406,20-01-2021
2407,04-02-2020
2408,07-05-2021
2409,14-02-2021
2410,19-05-2021
2411,22-03-2020
2412,28-02-2021
2413,01-10-2020
2414,13-10-2021
2415,24-03-2022
2416,18-02-2020
2417,05-09-2021
2418,04-05-2022
2419,19-01-2020
2420,29-10-2021
2421,27-10-2020
2422,17-04-2020
2423,02-06-2021
2424,01-02-2021
2425,26-12-2020
2426,03-02-2022
2427,13-06-2020
2428,24-04-2022
2429,24-03-2021
2430,20-04-2022
2431,02-01-2022
2432,02-05-2022
2433,20-04-2020
2434,13-05-2020
2435,22-11-2021
2436,17-03-2020
2437,17-12-2021
2438,17-05-2020
2439,17-04-2020
2440,28-12-2021
2441,18-02-2022
2442,15-06-2021
2443,08-04-2022
2444,30-10-2021
2445,23-08-2021
2446,10-10-2021
2447,17-01-2022
2448,24-01-2021
2449,31-01-2021
2450,03-03-2021
2451,26-07-2020
2452,13-12-2020
2453,03-01-2021
2454,14-02-2020
2455,02-01-2022
2456,03-09-2021
2457,30-09-2021
2458,02-12-2021
2459,02-11-2020
2460,24-07-2021
2461,22-09-2020
2462,18-09-2021
2463,09-03-2021
2464,08-10-2021
2465,12-11-2020
2466,08-01-2021
2467,17-01-2020
2468,29-04-2022
2469,20-07-2020
2470,26-10-2021
2471,04-06-2020
2472,10-11-2020
2473,13-06-2020
2474,18-03-2020
2475,16-07-2021
2476,17-05-2020
2477,30-10-2021
2478,25-02-2021
2479,21-08-2021
2480,08-11-2021
2481,06-04-2020
2482,28-02-2021
2483,23-05-2022
2484,23-05-2021
2485,20-10-2021
2486,22-05-2021
2487,10-02-2021
2488,04-10-2021
2489,13-04-2022
2490,22-06-2021
2491,05-08-2021
2492,11-03-2021
2493,12-02-2020
2494,05-11-2021
2495,30-04-2021
2496,15-03-2021
2497,15-12-2021
2498,27-03-2021
2499,07-03-2022
2500,13-04-2020
2501,19-08-2020
2502,20-02-2021
2503,30-06-2021
2504,15-03-2020
2505,17-11-2020
2506,20-01-2022
2507,09-04-2022
2508,02-05-2021
2509,08-05-2020
2510,26-02-2021
2511,11-05-2020
2512,16-01-2021
2513,24-03-2021
2514,12-04-2020
2515,23-04-2021
2516,18-12-2020
2517,20-07-2021
2518,25-06-2020
2519,19-02-2020
2520,12-07-2020
2521,25-01-2022
2522,19-08-2020
2523,08-12-2020
2524,04-08-2020
2525,04-01-2022
2526,21-02-2022
2527,23-04-2021
2528,04-02-2021
2529,30-03-2021
2530,27-09-2020
2531,02-03-2021
2532,19-04-2020
2533,29-01-2020
2534,17-03-2021
2535,14-05-2022
2536,02-05-2021
2537,24-01-2021
2538,16-07-2020
2539,14-06-2021
2540,19-08-2021
2541,13-11-2021
2542,23-10-2021
2543,30-09-2021
2544,30-08-2020
2545,25-03-2021
2546,30-10-2020
2547,14-07-2021
2548,21-01-2021
2549,13-07-2020
2550,18-10-2021
2551,21-06-2021
2552,06-01-2020
2553,11-02-2022
2554,17-01-2021
2555,02-02-2022
2556,01-06-2021
2557,14-07-2020
2558,10-07-2020
2559,15-07-2020
2560,22-02-2022
2561,29-08-2020
2562,27-03-2021
2563,15-10-2021
2564,13-04-2020
2565,29-11-2021
2566,26-02-2020
2567,11-01-2020
2568,11-04-2021
2569,29-08-2021
2570,09-11-2021
2571,29-06-2021
2572,02-04-2022
2573,12-04-2022
2574,03-11-2020
2575,22-04-2021
2576,19-01-2020
2577,10-05-2021
2578,03-04-2020
2579,04-08-2021
2580,21-08-2020
2581,21-08-2021
2582,03-02-2020
2583,04-04-2020
2584,15-06-2020
2585,26-04-2020
2586,12-05-2021
2587,04-02-2020
2588,02-01-2020
2589,15-04-2022
2590,18-01-2020
2591,21-07-2020
2592,20-01-2022
2593,29-03-2021
2594,06-02-2021
2595,06-02-2022
2596,18-01-2022
2597,05-07-2021
2598,11-05-2020
2599,14-11-2021
2600,20-03-2021
2601,10-12-2020
2602,04-05-2021
2603,09-01-2020
2604,20-09-2020
2605,09-01-2022
2606,17-02-2022
2607,06-10-2021
2608,20-03-2020
2609,03-06-2020
2610,22-06-2020
2611,11-02-2022
2612,02-04-2020
2613,21-11-2021
2614,06-07-2021
2615,27-10-2020
2616,21-12-2021
2617,11-05-2020
2618,25-07-2021
2619,20-03-2020
2620,28-09-2021
2621,13-08-2020
2622,05-02-2021
2623,26-01-2020
2624,16-06-2021
2625,15-01-2022
2626,11-01-2020
2627,25-04-2022
2628,05-05-2022
2629,19-01-2022
2630,21-04-2021
2631,08-10-2020
2632,06-04-2020
2633,25-03-2021
2634,06-09-2020
2635,28-10-2020
2636,15-01-2021
2637,24-04-2022
2638,04-09-2021
2639,31-10-2021
2640,24-11-2020
2641,21-04-2022
2642,08-09-2020
2643,26-11-2020
2644,02-01-2021
2645,29-09-2021
2646,18-04-2020
2647,05-08-2020
2648,01-01-2021
2649,20-07-2021
2650,05-12-2020
2651,21-09-2020
2652,15-12-2020
2653,26-08-2021
2654,30-10-2020
2655,10-05-2021
2656,24-12-2020
2657,11-07-2021
2658,19-04-2020
2659,12-07-2020
2660,09-02-2022
2661,30-10-2020
2662,26-01-2021
2663,18-09-2021
2664,12-12-2021
2665,04-12-2020
2666,21-07-2020
2667,27-05-2020
2668,17-10-2021
2669,21-06-2021
2670,21-04-2022
2671,06-06-2021
2672,04-04-2022
2673,31-01-2020
2674,10-05-2020
2675,03-09-2021
2676,25-01-2020
2677,10-04-2020
2678,31-08-2021
2679,05-05-2021
2680,10-08-2021
2681,28-09-2020
2682,28-02-2021
2683,06-05-2022
2684,21-04-2022
2685,14-03-2021
2686,30-11-2021
2687,30-03-2020
2688,29-10-2021
2689,30-10-2020
2690,29-12-2020
2691,18-05-2020
2692,22-08-2021
2693,17-12-2020
2694,26-05-2021
2695,01-02-2021
2696,07-09-2021
2697,30-05-2020
2698,14-04-2020
2699,24-12-2021
2700,18-03-2020
2701,24-08-2021
2702,28-09-2020
2703,11-03-2020
2704,06-08-2020
2705,31-01-2021
2706,05-04-2021
2707,01-04-2021
2708,26-04-2020
2709,20-08-2020
2710,26-08-2020
2711,31-01-2022
2712,04-04-2021
2713,26-12-2020
2714,25-09-2021
2715,31-01-2020
2716,22-11-2020
2717,22-07-2021
2718,02-10-2021
2719,20-02-2020
2720,19-04-2020
2721,18-12-2021
2722,27-10-2020
2723,15-12-2021
2724,04-07-2020
2725,23-07-2021
2726,08-10-2021
2727,18-05-2020
2728,12-07-2020
2729,21-04-2022
2730,17-05-2020
2731,26-01-2022
2732,11-02-2021
2733,03-11-2021
2734,11-11-2021
2735,16-12-2020
2736,01-04-2020
2737,13-10-2020
2738,07-01-2022
2739,19-08-2020
2740,08-10-2021
2741,28-03-2020
2742,06-12-2020
2743,26-08-2020
2744,15-07-2020
2745,19-01-2020
2746,01-01-2021
2747,11-04-2020
2748,26-03-2022
2749,16-03-2021
2750,24-06-2020
2751,02-04-2020
2752,29-12-2021
2753,30-12-2020
2754,23-08-2020
2755,29-05-2020
2756,15-03-2020
2757,26-11-2021
2758,06-11-2020
2759,27-05-2021
2760,02-03-2022
2761,28-01-2021
2762,14-08-2020
2763,17-08-2020
2764,03-04-2020
2765,10-12-2020
2766,20-06-2021
2767,07-04-2022
2768,22-12-2021
2769,13-08-2021
2770,26-02-2022
2771,24-02-2022
2772,30-04-2022
2773,13-03-2020
2774,30-04-2022
2775,30-03-2022
2776,25-06-2020
2777,11-03-2020
2778,14-08-2020
2779,27-05-2022
2780,01-04-2022
2781,16-04-2022
2782,16-05-2021
2783,16-11-2021
2784,20-05-2022
2785,06-10-2020
2786,27-07-2020
2787,08-05-2022
2788,21-01-2020
2789,01-04-2020
2790,21-02-2021
2791,28-04-2020
2792,12-10-2020
2793,15-10-2021
2794,14-11-2020
2795,04-04-2021
2796,20-04-2022
2797,14-02-2020
2798,28-10-2020
2799,26-04-2022
2800,28-11-2020
2801,21-08-2021
2802,19-04-2022
2803,20-02-2021
2804,19-12-2020
2805,08-07-2021
2806,08-11-2021
2807,16-07-2021
2808,21-10-2020
2809,29-09-2020
2810,16-02-2020
2811,20-02-2021
2812,14-06-2021
2813,25-11-2020
2814,13-10-2020
2815,09-05-2022
2816,21-05-2022
2817,31-05-2020
2818,21-05-2022
2819,05-09-2020
2820,10-07-2020
2821,23-10-2020
2822,15-04-2022
2823,01-06-2021
2824,28-07-2020
2825,25-06-2021
2826,13-05-2020
2827,13-02-2022
2828,14-09-2021
2829,19-06-2021
2830,25-12-2020
2831,10-03-2020
2832,22-09-2021
2833,19-01-2022
2834,30-08-2020
2835,24-12-2020
2836,10-04-2021
2837,05-08-2021
2838,11-02-2022
2839,12-03-2021
2840,21-02-2020
2841,08-07-2020
2842,02-10-2020
2843,06-02-2022
2844,02-10-2021
2845,19-02-2020
2846,25-05-2022
2847,11-04-2022
2848,10-03-2020
2849,12-05-2020
2850,28-11-2020
2851,01-06-2021
2852,27-01-2022
2853,08-02-2022
2854,04-01-2022
2855,17-02-2021
2856,13-08-2021
2857,25-03-2021
2858,24-11-2021
2859,22-09-2021
2860,11-03-2020
2861,08-08-2020
2862,18-05-2021
2863,20-08-2020
2864,04-01-2022
2865,26-03-2020
2866,08-04-2020
2867,25-03-2021
2868,02-10-2020
2869,19-06-2020
2870,30-07-2020
2871,12-03-2020
2872,16-08-2020
2873,15-12-2020
2874,23-07-2020
2875,10-07-2021
2876,07-01-2021
2877,17-01-2022
2878,06-01-2022
2879,27-06-2020
2880,13-10-2020
2881,01-04-2021
2882,30-07-2021
2883,26-03-2020
2884,15-08-2021
2885,03-03-2020
2886,22-09-2020
2887,10-06-2020
2888,26-05-2021
2889,25-04-2020
2890,28-01-2022
2891,28-01-2022
2892,06-07-2020
2893,29-11-2021
2894,28-05-2022
2895,18-05-2022
2896,02-04-2020
